,0,1,2,3,4,5,6,7
0,1226.4106878069565,1048.9944360552488,1245.4080919317,1300.18502460174,1368.356572299807,1613.5379148108916,1291.4736681602787,1475.0586356422202
1,3182.575818011235,3748.672493652422,3640.929546637889,3.865406912529553,1210.062059423597,2.646807795484407,1769.7532178662498,1177.2280064881118
2,1642.0158758650994,3028.141939076678,2012.4909414136173,779.3822755830332,1859.074045153436,4672.343275058531,4894.335261368453,1978.6127081496268
3,583.7689159995779,971.8694246357628,768.5111828743181,1290.8081720202017,601.8570534369661,865.2433382912293,2152.1133658332915,868.6169609389258
4,906.0630469430284,859.2861548442404,826.8902451266674,827.1773031366432,796.8895471159911,751.8822908268389,739.0742198011983,820.7237456375213
5,372.4475146427154,934.430277357074,1196.4089178874724,2957.9524467617953,1704.0836338346764,1512.868085433544,2496.0998976941055,1532.584569124974
6,567.5701935090552,1122.7879255322816,955.1110136138032,801.1654809217604,749.8549674313,2411.5345605011817,2113.557590843695,724.759394534675
7,1003.6299311969746,1306.8731373060764,2930.6010587480023,2359.936584357893,2420.8035572371173,1547.9176672155,1220.4728371696222,1667.2091571023268
8,1241.2816555408515,1746.7269999509026,1986.0415717807668,2864.4618087342724,2511.37095421825,1162.68020832393,2568.0391915524497,1004.7264370348996
9,1872.9007069101128,1581.8273522503418,721.6323109205774,2455.4232678980748,770.545796270865,1694.746038831518,1259.7137469339757,1819.3760311319663
10,1706.3169936358624,1429.1212578210543,1258.8770835466114,649.1717903271198,2.388427179798387,1049.2623253431016,1132.957444054349,3.2728124279930424
11,1851.4047914442003,1922.404719580106,811.5577406033526,2419.876943367816,923.6524904507756,724.5219571827432,2711.0309096497135,1246.580913499254
12,1159.2309019587544,2866.7925238918697,3040.319659661026,1069.8782138791469,1193.36102267068,2104.538543433918,2290.863823890028,3916.0855242180423
13,1155.5096146899202,628.9029998940618,615.5342645339144,870.5001718709012,2595.672672459703,1727.9294238502184,1774.0893883291844,826.3793489093098
14,1188.221895823675,824.4421101366612,1224.498245260458,594.9981311621225,461.48536724915374,972.8329976411626,1034.5607775376857,986.9672322544648
15,1397.8501560197212,1084.1860907142138,1692.91754039516,1037.3550695027202,1199.4400832304543,849.6794319125213,960.4687877195056,989.1268019445072
16,2879.664086295522,2019.6576201430264,2416.1416604963706,1947.1523762888903,1266.9761227332624,1534.131477715486,2040.934898938894,1812.667472570727
17,1124.8570527689542,1151.534971216489,1313.0064654881685,706.4150501714396,814.7624885588081,1595.2543925536115,1052.1863060367982,1900.755182807441
18,1376.2079961646696,1100.0477912791291,1130.689275351598,994.5266083791336,1560.621445355762,1130.8870213742305,1140.8340830946086,1391.686043814561
19,1180.9907013392844,1294.765898553673,1164.9228175592086,1424.4490175780331,1314.398571377944,2127.9037821129295,2039.1709193751728,1.9786853761038032
20,965.909763877911,2.835075599021343,3.4183422538064065,975.1494566266306,496.1421329714664,2530.522733700581,1686.2189418527223,1404.8066300826222
