Contrast,Block,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges,Feature
Block,-,1,8,True,True,-0.5846364917570828,65.0,two-sided,0.5608160431929171,1.0,bonf,0.159,-0.09200925791656267,mean_pupil_size
Block,-,2,3,True,True,0.19608874977131635,65.0,two-sided,0.8451524614819128,1.0,bonf,0.138,0.026524723876406274,mean_pupil_size
Block,-,2,4,True,True,0.14754426159920395,65.0,two-sided,0.8831591664938402,1.0,bonf,0.136,0.02112008406208309,mean_pupil_size
Block,-,2,5,True,True,0.5537055858702497,65.0,two-sided,0.5816801544922836,1.0,bonf,0.156,0.07995648752096433,mean_pupil_size
Block,-,2,6,True,True,0.7666310796899863,65.0,two-sided,0.4460763582837488,1.0,bonf,0.179,0.10614816329924576,mean_pupil_size
Block,-,2,7,True,True,-0.35392365824898164,65.0,two-sided,0.7245415864462267,1.0,bonf,0.143,-0.05137428205027007,mean_pupil_size
Block,-,2,8,True,True,-0.26820973409707144,65.0,two-sided,0.7893872426848423,1.0,bonf,0.14,-0.040074581006826974,mean_pupil_size
Block,-,3,4,True,True,-0.05802194614771406,65.0,two-sided,0.9539091531000854,1.0,bonf,0.135,-0.008283238233150702,mean_pupil_size
Block,-,3,5,True,True,0.4069200716958623,65.0,two-sided,0.6854035702573313,1.0,bonf,0.146,0.055452740949135,mean_pupil_size
Block,-,3,6,True,True,0.7946446686979967,65.0,two-sided,0.429712156517866,1.0,bonf,0.183,0.08353249429242292,mean_pupil_size
Block,-,3,7,True,True,-0.5498320840520136,65.0,two-sided,0.5843189318586408,1.0,bonf,0.156,-0.0738198655286159,mean_pupil_size
Block,-,3,8,True,True,-0.43825128501246163,65.0,two-sided,0.6626572114386207,1.0,bonf,0.148,-0.06694934820525622,mean_pupil_size
Block,-,4,5,True,True,0.4459787757084202,65.0,two-sided,0.65709465768921,1.0,bonf,0.149,0.06782934135774471,mean_pupil_size
Block,-,4,6,True,True,0.591144314743476,65.0,two-sided,0.5564739123908716,1.0,bonf,0.16,0.09644355244337502,mean_pupil_size
Block,-,4,7,True,True,-0.4789519174997991,65.0,two-sided,0.6335801793620521,1.0,bonf,0.151,-0.07260600518121058,mean_pupil_size
Block,-,4,8,True,True,-0.42613990499382026,65.0,two-sided,0.67141379467991,1.0,bonf,0.147,-0.06617780793420518,mean_pupil_size
